state,state_name,count_weeks,total,measure_type,measure,measure_ina,measure_n,start_week,end_week,measure_pct,measure_pct_ina,measure_median_pct_march,measure_ppt_diff_after_shutdowns
RI,Rhode Island,4,116125,race,black,14293,5976,2020-03-21,2020-04-11,0.05868489276455338,0.12308288482238966,0.047892353803966586,1
RI,Rhode Island,4,116125,race,ina,14293,14293,2020-03-21,2020-04-11,0.12308288482238966,0.12308288482238966,0.2100902065642171,-9
RI,Rhode Island,4,116125,race,native_alaskan,14293,608,2020-03-21,2020-04-11,0.005970618273234347,0.12308288482238966,0.007351335613945702,-0
RI,Rhode Island,4,116125,race,white,14293,75212,2020-03-21,2020-04-11,0.7385890486291147,0.12308288482238966,0.9155396080596191,-18
RI,Rhode Island,4,116125,sex,female,1689,67092,2020-03-21,2020-04-11,0.586284036492013,0.014544671689989236,0.35314979001399904,23
RI,Rhode Island,4,116125,sex,ina,1689,1689,2020-03-21,2020-04-11,0.014544671689989236,0.014544671689989236,0,1
RI,Rhode Island,4,116125,sex,male,1689,47344,2020-03-21,2020-04-11,0.413715963507987,0.014544671689989236,0.646850209986001,-23
UT,Utah,3,81261,sex,female,272,46658,2020-03-21,2020-04-04,0.5761029275580635,0.003347239143008331,0.32232917970826197,25
UT,Utah,3,81261,sex,ina,272,272,2020-03-21,2020-04-04,0.003347239143008331,0.003347239143008331,3.274394237066143e-4,0
UT,Utah,3,81261,sex,male,272,34331,2020-03-21,2020-04-04,0.4238970724419366,0.003347239143008331,0.677670820291738,-25
VA,Virginia,4,400939,age,24_under,3692,63367,2020-03-21,2020-04-11,0.15951536449614473,0.009208383320155934,0.06689229544097153,9
VA,Virginia,4,400939,age,25_34,3692,106089,2020-03-21,2020-04-11,0.267060544195425,0.009208383320155934,0.23476390271654105,3
VA,Virginia,4,400939,age,35_44,3692,79450,2020-03-21,2020-04-11,0.20000151039529562,0.009208383320155934,0.25968024645455995,-6
VA,Virginia,4,400939,age,45_54,3692,68490,2020-03-21,2020-04-11,0.1724116229952649,0.009208383320155934,0.24955864379158935,-8
VA,Virginia,4,400939,age,55_64,3692,57754,2020-03-21,2020-04-11,0.14538561650559978,0.009208383320155934,0.14626315642536084,-0
VA,Virginia,4,400939,age,65_over,3692,22097,2020-03-21,2020-04-11,0.05562534141226995,0.009208383320155934,0.033272908017075026,2
VA,Virginia,4,400939,age,ina,3692,3692,2020-03-21,2020-04-11,0.009208383320155934,0.009208383320155934,1.4739914213699276e-5,1
VA,Virginia,4,400939,eth,ina,33121,33121,2020-03-21,2020-04-11,0.08260857636697852,0.08260857636697852,0.04110368368653108,4
VA,Virginia,4,400939,eth,latinx,33121,735,2020-03-21,2020-04-11,0.001998270883969789,0.08260857636697852,0.03180781849524551,-3
VA,Virginia,4,400939,eth,not_latinx,33121,364740,2020-03-21,2020-04-11,0.9916317309103959,0.08260857636697852,0.947597877033361,4
VA,Virginia,4,400939,race,asian,33121,37801,2020-03-21,2020-04-11,0.10277093562577144,0.08260857636697852,0.02474784499102606,8
VA,Virginia,4,400939,race,black,33121,91645,2020-03-21,2020-04-11,0.24915855124001543,0.08260857636697852,0.39504066721808656,-15
VA,Virginia,4,400939,race,ina,33121,33121,2020-03-21,2020-04-11,0.08260857636697852,0.08260857636697852,0.042281414001386276,4
VA,Virginia,4,400939,race,native_alaskan,33121,1710,2020-03-21,2020-04-11,0.004649038383113388,0.08260857636697852,0.006158251539562885,-0
VA,Virginia,4,400939,race,white,33121,233584,2020-03-21,2020-04-11,0.6350532056614956,0.08260857636697852,0.5154290795909293,12
VA,Virginia,4,400939,sex,female,0,238241,2020-03-21,2020-04-11,0.5942075976644826,0,0.433522787634123,16
VA,Virginia,4,400939,sex,male,0,162698,2020-03-21,2020-04-11,0.4057924023355174,0,0.566477212365877,-16
WY,Wyoming,4,106820,age,24_under,85498,3205,2020-03-21,2020-04-11,0.15031422943438702,0.8003931847968545,0.0961107448912327,5
WY,Wyoming,4,106820,age,25_34,85498,6397,2020-03-21,2020-04-11,0.30001875996623206,0.8003931847968545,0.22538631346578367,7
WY,Wyoming,4,106820,age,35_44,85498,4626,2020-03-21,2020-04-11,0.21695900947378294,0.8003931847968545,0.22227873855544253,-1
WY,Wyoming,4,106820,age,45_54,85498,3246,2020-03-21,2020-04-11,0.15223712597317324,0.8003931847968545,0.23574499906524585,-8
WY,Wyoming,4,106820,age,55_64,85498,2867,2020-03-21,2020-04-11,0.13446205796829566,0.8003931847968545,0.13936927772126145,-0
WY,Wyoming,4,106820,age,65_over,85498,981,2020-03-21,2020-04-11,0.04600881718412907,0.8003931847968545,0.04205669083717864,0
WY,Wyoming,4,106820,age,ina,85498,85498,2020-03-21,2020-04-11,0.8003931847968545,0.8003931847968545,0,80
WY,Wyoming,4,106820,sex,female,85498,10764,2020-03-21,2020-04-11,0.5048306913047557,0.8003931847968545,0.2846882141691153,22
WY,Wyoming,4,106820,sex,ina,85498,85498,2020-03-21,2020-04-11,0.8003931847968545,0.8003931847968545,0,80
WY,Wyoming,4,106820,sex,male,85498,10558,2020-03-21,2020-04-11,0.49516930869524434,0.8003931847968545,0.7153117858308847,-22
