state,state_name,count_weeks,total,measure_type,measure,measure_ina,measure_n,start_week,end_week,measure_pct,measure_pct_ina,measure_median_pct_march,measure_ppt_diff_after_shutdowns
NM,New Mexico,4,127998,age,45_54,0,19993,2020-03-21,2020-04-11,0.15619775308989203,0,0.23642130823245538,-8
NM,New Mexico,4,127998,age,55_64,0,17487,2020-03-21,2020-04-11,0.136619322176909,0,0.13419302594617172,0
NM,New Mexico,4,127998,age,65_over,0,5537,2020-03-21,2020-04-11,0.04325848841388147,0,0.033514704252302484,1
NM,New Mexico,4,127998,eth,ina,8058,8058,2020-03-21,2020-04-11,0.06295410865794777,0.06295410865794777,0.07586346223925144,-1
NM,New Mexico,4,127998,eth,latinx,8058,67308,2020-03-21,2020-04-11,0.5611805902951476,0.06295410865794777,0.5945043216960786,-3
NM,New Mexico,4,127998,eth,not_latinx,8058,52632,2020-03-21,2020-04-11,0.43881940970485245,0.06295410865794777,0.3938320047799047,4
NM,New Mexico,4,127998,industry,accomodation_food,1676,30166,2020-03-21,2020-04-11,0.23880242554741057,0.013093954593040516,0.05747547321559984,18
NM,New Mexico,4,127998,industry,admin_support_wastemgmt_remedial,1676,9130,2020-03-21,2020-04-11,0.07227561311568848,0.013093954593040516,0.07669971009851312,-0
NM,New Mexico,4,127998,industry,ag_forest_fish_hunt,1676,4748,2020-03-21,2020-04-11,0.037586485331137884,0.013093954593040516,0.07986380112920122,-4
NM,New Mexico,4,127998,industry,arts_ent_rec,1676,4458,2020-03-21,2020-04-11,0.03529076487072719,0.013093954593040516,0.01861716898600193,2
NM,New Mexico,4,127998,industry,construction,1676,9903,2020-03-21,2020-04-11,0.07839489558430043,0.013093954593040516,0.17960425891089765,-10
NM,New Mexico,4,127998,industry,educational_services,1676,2747,2020-03-21,2020-04-11,0.02174601415430408,0.013093954593040516,0.02091154223364495,0
NM,New Mexico,4,127998,industry,finance_insurance,1676,1296,2020-03-21,2020-04-11,0.010259495574800905,0.013093954593040516,0.020091296744733367,-1
NM,New Mexico,4,127998,industry,healthcare_social_assistance,1676,16723,2020-03-21,2020-04-11,0.13238390779120027,0.013093954593040516,0.07990496669617245,5
NM,New Mexico,4,127998,industry,ina,1676,1676,2020-03-21,2020-04-11,0.013093954593040516,0.013093954593040516,0.005478073224423589,1
NM,New Mexico,4,127998,industry,information,1676,4738,2020-03-21,2020-04-11,0.037507322556640965,0.013093954593040516,0.02796301191503961,1
NM,New Mexico,4,127998,industry,management_of_cos_ent,1676,238,2020-03-21,2020-04-11,0.0018840740330267095,0.013093954593040516,0.0015928735609176767,0
NM,New Mexico,4,127998,industry,manufacturing,1676,5494,2020-03-21,2020-04-11,0.04349202830860816,0.013093954593040516,0.06437384665606022,-2
NM,New Mexico,4,127998,industry,mining,1676,2738,2020-03-21,2020-04-11,0.02167476765725685,0.013093954593040516,0.017022838985193224,0
NM,New Mexico,4,127998,industry,other_services_excl_public_admin,1676,5727,2020-03-21,2020-04-11,0.04533652095438641,0.013093954593040516,0.02201671586059147,2
NM,New Mexico,4,127998,industry,prof_scientific_tech_services,1676,4279,2020-03-21,2020-04-11,0.03387375120723231,0.013093954593040516,0.044728981150674814,-1
NM,New Mexico,4,127998,industry,public_admin,1676,1775,2020-03-21,2020-04-11,0.014051392473203401,0.013093954593040516,0.02970934889370206,-2
NM,New Mexico,4,127998,industry,real_estate,1676,1665,2020-03-21,2020-04-11,0.013180601953737275,0.013093954593040516,0.01390522979777038,-0
NM,New Mexico,4,127998,industry,retail_trade,1676,15255,2020-03-21,2020-04-11,0.12076281249505233,0.013093954593040516,0.0923413036605506,3
NM,New Mexico,4,127998,industry,transport_warehouse,1676,2625,2020-03-21,2020-04-11,0.02078022830544165,0.013093954593040516,0.021664825014718836,-0
NM,New Mexico,4,127998,industry,utilities,1676,155,2020-03-21,2020-04-11,0.0012270230047022688,0.013093954593040516,0.002013900395429244,-0
NM,New Mexico,4,127998,industry,wholesale_trade,1676,2462,2020-03-21,2020-04-11,0.019489875081141843,0.013093954593040516,0.029231088503482917,-1
NM,New Mexico,4,127998,occ,architecture_engineering,0,953,2020-03-21,2020-04-11,0.007445428834825544,0,0.015663141849536683,-1
NM,New Mexico,4,127998,occ,arts_design_ent_sports_media,0,2863,2020-03-21,2020-04-11,0.022367536992765513,0,0.011691637606252915,1
NM,New Mexico,4,127998,occ,building_grounds_cleaning_maintenance,0,2836,2020-03-21,2020-04-11,0.022156596196815575,0,0.02146300116529817,0
NM,New Mexico,4,127998,occ,bussiness_financial_operations,0,2287,2020-03-21,2020-04-11,0.017867466679166864,0,0.019765427964036665,-0
NM,New Mexico,4,127998,occ,communinity_social_services,0,772,2020-03-21,2020-04-11,0.0060313442397537465,0,0.008306843028028069,-0
NM,New Mexico,4,127998,occ,computer_math,0,927,2020-03-21,2020-04-11,0.007242300660947827,0,0.010965737906693179,-0
NM,New Mexico,4,127998,occ,construction_extraction,0,8530,2020-03-21,2020-04-11,0.06664166627603556,0,0.17520602334208918,-11
NM,New Mexico,4,127998,occ,educational_library,0,3074,2020-03-21,2020-04-11,0.024016000250003906,0,0.011453434269080371,1
NM,New Mexico,4,127998,occ,farming_fishing_forestry,0,4659,2020-03-21,2020-04-11,0.03639900623447241,0,0.09073847258667567,-5
NM,New Mexico,4,127998,occ,food_prep_serving,0,26289,2020-03-21,2020-04-11,0.2053860216565884,0,0.03587864493687408,17
NM,New Mexico,4,127998,occ,healthcare_practitioners_technical,0,4927,2020-03-21,2020-04-11,0.03849278894982734,0,0.01480425787451774,2
NM,New Mexico,4,127998,occ,healthcare_support,0,5634,2020-03-21,2020-04-11,0.044016312754886794,0,0.025398111726930885,2
NM,New Mexico,4,127998,occ,installation_maintenance_repair,0,4336,2020-03-21,2020-04-11,0.03387552930514539,0,0.04684893746863082,-1
NM,New Mexico,4,127998,occ,legal,0,359,2020-03-21,2020-04-11,0.0028047313239269365,0,0.0034563878533721178,-0
NM,New Mexico,4,127998,occ,life_physical_social_sciences,0,961,2020-03-21,2020-04-11,0.007507929811403303,0,0.006235917441348205,0
NM,New Mexico,4,127998,occ,mgmt,0,11413,2020-03-21,2020-04-11,0.08916545571024548,0,0.05935284534391561,3
NM,New Mexico,4,127998,occ,military,0,68,2020-03-21,2020-04-11,5.312583009109517e-4,0,0.0011508743199096783,-0
NM,New Mexico,4,127998,occ,office_admin_support,0,14787,2020-03-21,2020-04-11,0.11552524258191534,0,0.10400953570290819,1
NM,New Mexico,4,127998,occ,personal_care_service,0,6663,2020-03-21,2020-04-11,0.05205550086720105,0,0.024213374097345447,3
NM,New Mexico,4,127998,occ,production,0,6965,2020-03-21,2020-04-11,0.05441491273301145,0,0.06639608158333218,-1
NM,New Mexico,4,127998,occ,protective_sevice,0,1694,2020-03-21,2020-04-11,0.013234581790340474,0,0.020050403081389098,-1
NM,New Mexico,4,127998,occ,sales_related,0,10556,2020-03-21,2020-04-11,0.08247003859435303,0,0.061153539959109084,2
NM,New Mexico,4,127998,occ,transportation_material_moving,0,6445,2020-03-21,2020-04-11,0.05035234925545712,0,0.05816923763135501,-1
NM,New Mexico,4,127998,race,asian,28362,1887,2020-03-21,2020-04-11,0.01893893773334939,0.2215815872123002,0.01069559443581003,1
NM,New Mexico,4,127998,race,black,28362,3621,2020-03-21,2020-04-11,0.03634228592075153,0.2215815872123002,0.03944697812111682,-0
NM,New Mexico,4,127998,race,hawaiian_pi,28362,439,2020-03-21,2020-04-11,0.004406037978240796,0.2215815872123002,0.0030923607047023856,0
NM,New Mexico,4,127998,race,ina,28362,28362,2020-03-21,2020-04-11,0.2215815872123002,0.2215815872123002,0.33363306081281985,-11
NM,New Mexico,4,127998,race,native_alaskan,28362,12102,2020-03-21,2020-04-11,0.1214621221245333,0.2215815872123002,0.15697003573053503,-4
NM,New Mexico,4,127998,race,white,28362,81587,2020-03-21,2020-04-11,0.8188506162431249,0.2215815872123002,0.7733407320985364,5
NM,New Mexico,4,127998,sex,female,0,68375,2020-03-21,2020-04-11,0.5341880341880342,0,0.3892492086828513,14
NM,New Mexico,4,127998,sex,male,0,59623,2020-03-21,2020-04-11,0.4658119658119658,0,0.6107507913171487,-14
NY,New York,4,1196366,age,24_under,0,163861,2020-03-21,2020-04-11,0.13696561085821563,0,0.10132259045302523,4
NY,New York,4,1196366,age,25_34,0,313408,2020-03-21,2020-04-11,0.26196665568897815,0,0.25577416953179244,1
NY,New York,4,1196366,age,35_44,0,220895,2020-03-21,2020-04-11,0.18463831302460953,0,0.2565016910227772,-7
NY,New York,4,1196366,age,45_54,0,198088,2020-03-21,2020-04-11,0.16557474886447793,0,0.22356903839380063,-6
NY,New York,4,1196366,age,55_64,0,165876,2020-03-21,2020-04-11,0.1386498780473534,0,0.12535390217793652,1
NY,New York,4,1196366,age,65_over,0,53485,2020-03-21,2020-04-11,0.04470621866552543,0,0.03862660944206009,1
NY,New York,4,1196366,eth,ina,152149,152149,2020-03-21,2020-04-11,0.1271759645459667,0.1271759645459667,0.1452378935197875,-2
NY,New York,4,1196366,eth,latinx,152149,209346,2020-03-21,2020-04-11,0.20048131758054122,0.1271759645459667,0.17820850265179483,2
NY,New York,4,1196366,eth,not_latinx,152149,754118,2020-03-21,2020-04-11,0.7221851396788216,0.1271759645459667,0.7996699218415967,-8
NY,New York,4,1196366,occ,architecture_engineering,193366,8118,2020-03-21,2020-04-11,0.00809371884346959,0.16162779617608658,0.011414473843648366,-0
NY,New York,4,1196366,occ,arts_design_ent_sports_media,193366,33611,2020-03-21,2020-04-11,0.03351046859421735,0.16162779617608658,0.028968363611245423,0
NY,New York,4,1196366,occ,building_grounds_cleaning_maintenance,193366,29575,2020-03-21,2020-04-11,0.02948654037886341,0.16162779617608658,0.03494380355915837,-1
NY,New York,4,1196366,occ,bussiness_financial_operations,193366,26120,2020-03-21,2020-04-11,0.026041874376869393,0.16162779617608658,0.024214248730349334,0
NY,New York,4,1196366,occ,communinity_social_services,193366,5681,2020-03-21,2020-04-11,0.005664007976071785,0.16162779617608658,0.00839548742550879,-0
NY,New York,4,1196366,occ,computer_math,193366,4908,2020-03-21,2020-04-11,0.004893320039880359,0.16162779617608658,0.011725495613732127,-1
NY,New York,4,1196366,occ,construction_extraction,193366,73224,2020-03-21,2020-04-11,0.0730049850448654,0.16162779617608658,0.11958830475081868,-5
NY,New York,4,1196366,occ,educational_library,193366,29220,2020-03-21,2020-04-11,0.02913260219341974,0.16162779617608658,0.012962542425934904,2
NY,New York,4,1196366,occ,farming_fishing_forestry,193366,853,2020-03-21,2020-04-11,8.504486540378863e-4,0.16162779617608658,0.0030134005664156937,-0
NY,New York,4,1196366,occ,food_prep_serving,193366,129859,2020-03-21,2020-04-11,0.12947058823529412,0.16162779617608658,0.05084408943518954,8
NY,New York,4,1196366,occ,healthcare_practitioners_technical,193366,30059,2020-03-21,2020-04-11,0.029969092721834498,0.16162779617608658,0.010645190505716216,2
NY,New York,4,1196366,occ,healthcare_support,193366,27567,2020-03-21,2020-04-11,0.02748454636091725,0.16162779617608658,0.019125908189824396,1
NY,New York,4,1196366,occ,ina,193366,193366,2020-03-21,2020-04-11,0.16162779617608658,0.16162779617608658,1.6729328273445274e-4,16
NY,New York,4,1196366,occ,installation_maintenance_repair,193366,34255,2020-03-21,2020-04-11,0.03415254237288136,0.16162779617608658,0.04643227820708376,-1
NY,New York,4,1196366,occ,legal,193366,5726,2020-03-21,2020-04-11,0.005708873379860419,0.16162779617608658,0.005287979177673192,0
NY,New York,4,1196366,occ,life_physical_social_sciences,193366,2921,2020-03-21,2020-04-11,0.0029122632103688933,0.16162779617608658,0.0042138080706818105,-0
NY,New York,4,1196366,occ,mgmt,193366,100701,2020-03-21,2020-04-11,0.10039980059820539,0.16162779617608658,0.06420260712106206,4
NY,New York,4,1196366,occ,military,193366,1030,2020-03-21,2020-04-11,0.0010269192422731805,0.16162779617608658,8.06884145675813e-5,0
NY,New York,4,1196366,occ,office_admin_support,193366,119556,2020-03-21,2020-04-11,0.11919840478564307,0.16162779617608658,0.1416644972485794,-2
NY,New York,4,1196366,occ,personal_care_service,193366,57530,2020-03-21,2020-04-11,0.057357926221335995,0.16162779617608658,0.02194740200183435,4
NY,New York,4,1196366,occ,production,193366,48092,2020-03-21,2020-04-11,0.0479481555333998,0.16162779617608658,0.09164068610710233,-4
NY,New York,4,1196366,occ,protective_sevice,193366,10294,2020-03-21,2020-04-11,0.01026321036889332,0.16162779617608658,0.01624496550624078,-1
NY,New York,4,1196366,occ,sales_related,193366,98846,2020-03-21,2020-04-11,0.09855034895314058,0.16162779617608658,0.07101128524145632,3
NY,New York,4,1196366,occ,transportation_material_moving,193366,54081,2020-03-21,2020-04-11,0.05391924227318046,0.16162779617608658,0.06856156328971401,-1
NY,New York,4,1196366,race,asian,236106,112738,2020-03-21,2020-04-11,0.1174036198529565,0.19735264960722723,0.03811659192825112,8
NY,New York,4,1196366,race,black,236106,133404,2020-03-21,2020-04-11,0.1389248745131527,0.19735264960722723,0.18172735746545748,-4
NY,New York,4,1196366,race,hawaiian_pi,236106,5252,2020-03-21,2020-04-11,0.005469352050486326,0.19735264960722723,0.0020747018798438614,0
NY,New York,4,1196366,race,ina,236106,236106,2020-03-21,2020-04-11,0.19735264960722723,0.19735264960722723,0.21344697891392458,-2
NY,New York,4,1196366,race,native_alaskan,236106,8400,2020-03-21,2020-04-11,0.00874763084997813,0.19735264960722723,0.008395589076351158,0
NY,New York,4,1196366,race,white,236106,619713,2020-03-21,2020-04-11,0.6453595901110116,0.19735264960722723,0.7464357528024416,-10
NY,New York,4,1196366,sex,female,0,595866,2020-03-21,2020-04-11,0.49806330169864405,0,0.37066433127022524,13
NY,New York,4,1196366,sex,male,0,600500,2020-03-21,2020-04-11,0.5019366983013559,0,0.6293356687297748,-13
OR,Oregon,5,173472,age,24_under,7,90636,2020-03-14,2020-04-11,0.5225030986077883,4.035233351780114e-5,0.08875530889995523,43
OR,Oregon,5,173472,age,25_34,7,51666,2020-03-14,2020-04-11,0.2978468278903525,4.035233351780114e-5,0.24410123861193572,5
OR,Oregon,5,173472,age,35_44,7,38970,2020-03-14,2020-04-11,0.2246562707174358,4.035233351780114e-5,0.24407881642672327,-2
OR,Oregon,5,173472,age,45_54,7,29317,2020-03-14,2020-04-11,0.16900815726515436,4.035233351780114e-5,0.23548331390579805,-7
OR,Oregon,5,173472,age,55_64,7,24656,2020-03-14,2020-04-11,0.14213818349522958,4.035233351780114e-5,0.14781397200291913,-1
OR,Oregon,5,173472,age,65_over,7,8941,2020-03-14,2020-04-11,0.051543539042458134,4.035233351780114e-5,0.03100708090233895,2
OR,Oregon,5,173472,age,ina,7,7,2020-03-14,2020-04-11,4.035233351780114e-5,4.035233351780114e-5,0,0
OR,Oregon,5,173472,eth,latinx,0,17126,2020-03-14,2020-04-11,0.09872486626083748,0,0.10947341025418582,-1
OR,Oregon,5,173472,eth,not_latinx,0,156346,2020-03-14,2020-04-11,0.9012751337391626,0,0.873319288679596,3
OR,Oregon,5,173472,occ,architecture_engineering,19503,825,2020-03-14,2020-04-11,0.005358221460164059,0.11242736579966796,0.012904680059733454,-1
OR,Oregon,5,173472,occ,arts_design_ent_sports_media,19503,3114,2020-03-14,2020-04-11,0.020224850456910158,0.11242736579966796,0.014751695070551586,1
OR,Oregon,5,173472,occ,building_grounds_cleaning_maintenance,19503,3839,2020-03-14,2020-04-11,0.02493359052796342,0.11242736579966796,0.031507105459985044,-1
OR,Oregon,5,173472,occ,bussiness_financial_operations,19503,2423,2020-03-14,2020-04-11,0.015736934058154562,0.11242736579966796,0.02275364974650296,-1
OR,Oregon,5,173472,occ,communinity_social_services,19503,915,2020-03-14,2020-04-11,0.0059427547103637745,0.11242736579966796,0.010798746846322326,-0
OR,Oregon,5,173472,occ,computer_math,19503,1048,2020-03-14,2020-04-11,0.006806564957881132,0.11242736579966796,0.015093942898337414,-1
OR,Oregon,5,173472,occ,construction_extraction,19503,11721,2020-03-14,2020-04-11,0.07612571361767628,0.11242736579966796,0.1402588317593564,-6
OR,Oregon,5,173472,occ,educational_library,19503,4514,2020-03-14,2020-04-11,0.02931758990446129,0.11242736579966796,0.009805207581819374,2
OR,Oregon,5,173472,occ,farming_fishing_forestry,19503,1515,2020-03-14,2020-04-11,0.009839643045028545,0.11242736579966796,0.03487759571931576,-3
OR,Oregon,5,173472,occ,food_prep_serving,19503,38044,2020-03-14,2020-04-11,0.24708869967331087,0.11242736579966796,0.059260509876751646,19
OR,Oregon,5,173472,occ,healthcare_practitioners_technical,19503,7003,2020-03-14,2020-04-11,0.045483181679428976,0.11242736579966796,0.012626262626262626,3
OR,Oregon,5,173472,occ,healthcare_support,19503,8061,2020-03-14,2020-04-11,0.052354694776221185,0.11242736579966796,0.022122452303870666,3
OR,Oregon,5,173472,occ,ina,19503,19503,2020-03-14,2020-04-11,0.11242736579966796,0.11242736579966796,0.022263260490407305,9
OR,Oregon,5,173472,occ,installation_maintenance_repair,19503,5619,2020-03-14,2020-04-11,0.03649435925413557,0.11242736579966796,0.04057591623036649,-0
OR,Oregon,5,173472,occ,legal,19503,286,2020-03-14,2020-04-11,0.0018575167728568738,0.11242736579966796,0.003698799031919266,-0
OR,Oregon,5,173472,occ,life_physical_social_sciences,19503,376,2020-03-14,2020-04-11,0.0024420500230565895,0.11242736579966796,0.00845284720069877,-1
OR,Oregon,5,173472,occ,mgmt,19503,9831,2020-03-14,2020-04-11,0.06385051536348225,0.11242736579966796,0.06171504616152375,0
OR,Oregon,5,173472,occ,military,19503,18,2020-03-14,2020-04-11,1.169066500399431e-4,0.11242736579966796,6.515586504591452e-4,-0
OR,Oregon,5,173472,occ,office_admin_support,19503,13451,2020-03-14,2020-04-11,0.08736174164929304,0.11242736579966796,0.11394826582383764,-3
OR,Oregon,5,173472,occ,personal_care_service,19503,6906,2020-03-14,2020-04-11,0.044853184731991506,0.11242736579966796,0.017157776948899663,3
OR,Oregon,5,173472,occ,production,19503,10930,2020-03-14,2020-04-11,0.0709883158298099,0.11242736579966796,0.1049613562702568,-3
OR,Oregon,5,173472,occ,protective_sevice,19503,981,2020-03-14,2020-04-11,0.0063714124271769,0.11242736579966796,0.01879451951810852,-1
OR,Oregon,5,173472,occ,sales_related,19503,14041,2020-03-14,2020-04-11,0.09119368184504673,0.11242736579966796,0.07547993019197208,2
OR,Oregon,5,173472,occ,transportation_material_moving,19503,8508,2020-03-14,2020-04-11,0.05525787658554644,0.11242736579966796,0.07972635179581634,-2
OR,Oregon,5,173472,race,asian,29777,6545,2020-03-14,2020-04-11,0.045547861790598144,0.1716530621656521,0.030492388648750236,2
OR,Oregon,5,173472,race,black,29777,3351,2020-03-14,2020-04-11,0.023320226869410904,0.1716530621656521,0.026606030222731506,-0
OR,Oregon,5,173472,race,hawaiian_pi,29777,1047,2020-03-14,2020-04-11,0.007286266049618985,0.1716530621656521,0.010344679572477143,-0
OR,Oregon,5,173472,race,ina,29777,29777,2020-03-14,2020-04-11,0.1716530621656521,0.1716530621656521,0.33059466622494615,-16
OR,Oregon,5,173472,race,native_alaskan,29777,2082,2020-03-14,2020-04-11,0.014489021886634887,0.1716530621656521,0.019903431499023256,-1
OR,Oregon,5,173472,race,white,29777,130670,2020-03-14,2020-04-11,0.9093566234037371,0.1716530621656521,0.9085681699377465,0
OR,Oregon,5,173472,sex,female,80325,45831,2020-03-14,2020-04-11,0.4920287287835357,0.46304302711676815,0.37850061136400465,11
OR,Oregon,5,173472,sex,ina,80325,80325,2020-03-14,2020-04-11,0.46304302711676815,0.46304302711676815,1.107959581634462e-4,46
OR,Oregon,5,173472,sex,male,80325,47316,2020-03-14,2020-04-11,0.5079712712164643,0.46304302711676815,0.6214993886359953,-11
RI,Rhode Island,4,116125,age,24_under,0,17965,2020-03-21,2020-04-11,0.15470398277717975,0,0.0918648741813168,6
RI,Rhode Island,4,116125,age,25_34,0,28330,2020-03-21,2020-04-11,0.24396124865446717,0,0.23290161326971143,1
RI,Rhode Island,4,116125,age,35_44,0,21749,2020-03-21,2020-04-11,0.18728955866523142,0,0.254458786353168,-7
RI,Rhode Island,4,116125,age,45_54,0,19464,2020-03-21,2020-04-11,0.1676124865446717,0,0.22556894243641232,-6
RI,Rhode Island,4,116125,age,55_64,0,18896,2020-03-21,2020-04-11,0.16272120559741657,0,0.14026792750197006,2
RI,Rhode Island,4,116125,age,65_over,0,9512,2020-03-21,2020-04-11,0.08191173304628632,0,0.04633737842682103,4
RI,Rhode Island,4,116125,eth,ina,14293,14293,2020-03-21,2020-04-11,0.12308288482238966,0.12308288482238966,0.2337799717912553,-11
RI,Rhode Island,4,116125,eth,latinx,14293,16285,2020-03-21,2020-04-11,0.15992026082174562,0.12308288482238966,0.16099094953213683,-0
RI,Rhode Island,4,116125,eth,not_latinx,14293,89298,2020-03-21,2020-04-11,0.8769149186896064,0.12308288482238966,0.802667222337987,7
RI,Rhode Island,4,116125,industry,accomodation_food,472,25930,2020-03-21,2020-04-11,0.22420516545182573,0.0040645855758880516,0.08067247976914874,14
RI,Rhode Island,4,116125,industry,admin_support_wastemgmt_remedial,472,5922,2020-03-21,2020-04-11,0.051204897408627534,0.0040645855758880516,0.13669155009096043,-9
RI,Rhode Island,4,116125,industry,ag_forest_fish_hunt,472,159,2020-03-21,2020-04-11,0.0013748022100594018,0.0040645855758880516,0.012136520453425333,-1
RI,Rhode Island,4,116125,industry,arts_ent_rec,472,4356,2020-03-21,2020-04-11,0.03766439262275946,0.0040645855758880516,0.03726240511887585,0
RI,Rhode Island,4,116125,industry,construction,472,4693,2020-03-21,2020-04-11,0.040578281583702976,0.0040645855758880516,0.20141860952323945,-16
RI,Rhode Island,4,116125,industry,educational_services,472,3635,2020-03-21,2020-04-11,0.03143022662620079,0.0040645855758880516,0.00957711070541406,2
RI,Rhode Island,4,116125,industry,finance_insurance,472,1054,2020-03-21,2020-04-11,0.009113468738381193,0.0040645855758880516,0.0296037921473929,-2
RI,Rhode Island,4,116125,industry,healthcare_social_assistance,472,17308,2020-03-21,2020-04-11,0.1496545701365291,0.0040645855758880516,0.055537280701754385,9
RI,Rhode Island,4,116125,industry,ina,472,472,2020-03-21,2020-04-11,0.0040645855758880516,0.0040645855758880516,0.020273493401176658,-2
RI,Rhode Island,4,116125,industry,information,472,637,2020-03-21,2020-04-11,0.005507855395017855,0.0040645855758880516,0.009527687296416938,-0
RI,Rhode Island,4,116125,industry,management_of_cos_ent,472,471,2020-03-21,2020-04-11,0.0040725273014967185,0.0040645855758880516,0.004579386487673295,-0
RI,Rhode Island,4,116125,industry,manufacturing,472,7103,2020-03-21,2020-04-11,0.0614164786041002,0.0040645855758880516,0.08421985815602837,-2
RI,Rhode Island,4,116125,industry,mining,472,25,2020-03-21,2020-04-11,2.1616386950619525e-4,0.0040645855758880516,0.0030967127203430206,-0
RI,Rhode Island,4,116125,industry,other_services_excl_public_admin,472,6758,2020-03-21,2020-04-11,0.058433417204914705,0.0040645855758880516,0.02701010643055183,3
RI,Rhode Island,4,116125,industry,prof_scientific_tech_services,472,3181,2020-03-21,2020-04-11,0.027504690755968283,0.0040645855758880516,0.03336618330282979,-1
RI,Rhode Island,4,116125,industry,public_admin,472,745,2020-03-21,2020-04-11,0.006441683311284619,0.0040645855758880516,0.006503168917057041,-0
RI,Rhode Island,4,116125,industry,real_estate,472,1502,2020-03-21,2020-04-11,0.012987125279932211,0.0040645855758880516,0.015706806282722512,-0
RI,Rhode Island,4,116125,industry,retail_trade,472,12180,2020-03-21,2020-04-11,0.10531503722341833,0.0040645855758880516,0.08148239047735918,2
RI,Rhode Island,4,116125,industry,transport_warehouse,472,4113,2020-03-21,2020-04-11,0.03556327981115924,0.0040645855758880516,0.023073630136986302,1
RI,Rhode Island,4,116125,industry,utilities,472,13,2020-03-21,2020-04-11,1.1240521214322153e-4,0.0040645855758880516,6.453126833274669e-4,-0
RI,Rhode Island,4,116125,industry,wholesale_trade,472,2866,2020-03-21,2020-04-11,0.024781026000190224,0.0040645855758880516,0.03355116890116553,-1
RI,Rhode Island,4,116125,occ,architecture_engineering,3758,825,2020-03-21,2020-04-11,0.007342013224523214,0.032361679224973086,0.010245042238332036,-0
RI,Rhode Island,4,116125,occ,arts_design_ent_sports_media,3758,2435,2020-03-21,2020-04-11,0.02167006327480488,0.032361679224973086,0.01576913979342427,1
RI,Rhode Island,4,116125,occ,building_grounds_cleaning_maintenance,3758,2801,2020-03-21,2020-04-11,0.02492724732350245,0.032361679224973086,0.09201499398825942,-7
RI,Rhode Island,4,116125,occ,bussiness_financial_operations,3758,2146,2020-03-21,2020-04-11,0.019098133793729474,0.032361679224973086,0.022704477067566335,-0
RI,Rhode Island,4,116125,occ,communinity_social_services,3758,1463,2020-03-21,2020-04-11,0.013019836784821166,0.032361679224973086,0.007044442142339169,1
RI,Rhode Island,4,116125,occ,computer_math,3758,1019,2020-03-21,2020-04-11,0.00906849875853231,0.032361679224973086,0.011217948717948718,-0
RI,Rhode Island,4,116125,occ,construction_extraction,3758,3493,2020-03-21,2020-04-11,0.031085639022132832,0.032361679224973086,0.1135293368970345,-8
RI,Rhode Island,4,116125,occ,educational_library,3758,5805,2020-03-21,2020-04-11,0.05166107487073607,0.032361679224973086,0.010115927047183046,4
RI,Rhode Island,4,116125,occ,farming_fishing_forestry,3758,327,2020-03-21,2020-04-11,0.0029101070599019284,0.032361679224973086,0.009394081728511038,-1
RI,Rhode Island,4,116125,occ,food_prep_serving,3758,22101,2020-03-21,2020-04-11,0.19668585972750008,0.032361679224973086,0.06690713628969516,13
RI,Rhode Island,4,116125,occ,healthcare_practitioners_technical,3758,5433,2020-03-21,2020-04-11,0.048350494362223786,0.032361679224973086,0.010854315882743854,4
RI,Rhode Island,4,116125,occ,healthcare_support,3758,4176,2020-03-21,2020-04-11,0.037163936031041143,0.032361679224973086,0.016037039522243845,2
RI,Rhode Island,4,116125,occ,ina,3758,3758,2020-03-21,2020-04-11,0.032361679224973086,0.032361679224973086,0.1211852543163789,-9
RI,Rhode Island,4,116125,occ,installation_maintenance_repair,3758,2983,2020-03-21,2020-04-11,0.026546939937882118,0.032361679224973086,0.03350515463917526,-1
RI,Rhode Island,4,116125,occ,legal,3758,306,2020-03-21,2020-04-11,0.0027232194505504284,0.032361679224973086,0.0024619312482903255,0
RI,Rhode Island,4,116125,occ,life_physical_social_sciences,3758,655,2020-03-21,2020-04-11,0.005829113529772976,0.032361679224973086,0.005097435352838103,0
RI,Rhode Island,4,116125,occ,mgmt,3758,6895,2020-03-21,2020-04-11,0.06136143173707583,0.032361679224973086,0.09621993127147767,-3
RI,Rhode Island,4,116125,occ,military,3758,56,2020-03-21,2020-04-11,4.983669582706667e-4,0.032361679224973086,0.001100836635843241,-0
RI,Rhode Island,4,116125,occ,office_admin_support,3758,14287,2020-03-21,2020-04-11,0.12714587022880383,0.032361679224973086,0.13735489498758638,-1
RI,Rhode Island,4,116125,occ,personal_care_service,3758,8824,2020-03-21,2020-04-11,0.07852839356750647,0.032361679224973086,0.013218815003690532,7
RI,Rhode Island,4,116125,occ,production,3758,8272,2020-03-21,2020-04-11,0.07361591926455276,0.032361679224973086,0.09663887856422237,-2
RI,Rhode Island,4,116125,occ,protective_sevice,3758,958,2020-03-21,2020-04-11,0.008525634750416048,0.032361679224973086,0.007666010566663214,0
RI,Rhode Island,4,116125,occ,sales_related,3758,8542,2020-03-21,2020-04-11,0.0760187599562149,0.032361679224973086,0.055215995027452607,2
RI,Rhode Island,4,116125,occ,transportation_material_moving,3758,8567,2020-03-21,2020-04-11,0.07624124520544288,0.032361679224973086,0.07692307692307693,-0
RI,Rhode Island,4,116125,race,asian,14293,7502,2020-03-21,2020-04-11,0.07367035902270407,0.12308288482238966,0.014200211242811877,6
